clip_id,video_id,action_id,action_name,start_seconds,end_seconds,clip_start_seconds,clip_end_seconds,clip_duration_seconds,source_video,clip_path,status,error
WZRLQ_c132_t0.00_34.88,WZRLQ,c132,Watching television,0.0,36.0,0.0,34.88,34.88,data/charades/videos_480p/WZRLQ.mp4,data/charades/clips_480p_200/WZRLQ_c132_t0.00_34.88.mp4,sliced,
FET0V_c106_t2.30_35.10,FET0V,c106,Drinking from a cup/glass/bottle,4.3,33.1,2.3,35.1,32.8,data/charades/videos_480p/FET0V.mp4,data/charades/clips_480p_200/FET0V_c106_t2.30_35.10.mp4,sliced,
DBN7R_c019_t0.00_30.71,DBN7R,c019,Talking on a phone/camera,0.0,32.0,0.0,30.71,30.71,data/charades/videos_480p/DBN7R.mp4,data/charades/clips_480p_200/DBN7R_c019_t0.00_30.71.mp4,sliced,
G8O8P_c015_t0.00_34.54,G8O8P,c015,Holding a phone/camera,0.0,36.0,0.0,34.54,34.54,data/charades/videos_480p/G8O8P.mp4,data/charades/clips_480p_200/G8O8P_c015_t0.00_34.54.mp4,sliced,
XNR76_c016_t0.00_33.67,XNR76,c016,Playing with a phone/camera,0.0,32.5,0.0,33.67,33.67,data/charades/videos_480p/XNR76.mp4,data/charades/clips_480p_200/XNR76_c016_t0.00_33.67.mp4,sliced,
5MYL4_c156_t0.00_30.46,5MYL4,c156,Someone is eating something,0.0,31.0,0.0,30.46,30.46,data/charades/videos_480p/5MYL4.mp4,data/charades/clips_480p_200/5MYL4_c156_t0.00_30.46.mp4,sliced,
FPODN_c151_t8.80_28.20,FPODN,c151,Someone is going from standing to sitting,10.8,26.2,8.8,28.2,19.4,data/charades/videos_480p/FPODN.mp4,data/charades/clips_480p_200/FPODN_c151_t8.80_28.20.mp4,sliced,
QDRWK_c154_t0.00_29.50,QDRWK,c154,Someone is standing up from somewhere,0.0,30.0,0.0,29.5,29.5,data/charades/videos_480p/QDRWK.mp4,data/charades/clips_480p_200/QDRWK_c154_t0.00_29.50.mp4,sliced,
J26CF_c059_t0.00_37.25,J26CF,c059,Sitting in a chair,0.0,38.0,0.0,37.25,37.25,data/charades/videos_480p/J26CF.mp4,data/charades/clips_480p_200/J26CF_c059_t0.00_37.25.mp4,sliced,
AHZWF_c097_t0.00_15.70,AHZWF,c097,Walking through a doorway,0.0,13.7,0.0,15.7,15.7,data/charades/videos_480p/AHZWF.mp4,data/charades/clips_480p_200/AHZWF_c097_t0.00_15.70.mp4,sliced,
WNW0S_c150_t0.00_13.70,WNW0S,c150,Someone is running somewhere,0.0,11.7,0.0,13.7,13.7,data/charades/videos_480p/WNW0S.mp4,data/charades/clips_480p_200/WNW0S_c150_t0.00_13.70.mp4,sliced,
WA7WD_c052_t0.00_31.46,WA7WD,c052,Working/Playing on a laptop,0.0,32.0,0.0,31.46,31.46,data/charades/videos_480p/WA7WD.mp4,data/charades/clips_480p_200/WA7WD_c052_t0.00_31.46.mp4,sliced,
C6B3T_c051_t0.00_31.21,C6B3T,c051,Watching a laptop or something on a laptop,0.0,32.0,0.0,31.21,31.21,data/charades/videos_480p/C6B3T.mp4,data/charades/clips_480p_200/C6B3T_c051_t0.00_31.21.mp4,sliced,
OOCOF_c147_t0.00_29.71,OOCOF,c147,Someone is cooking something,0.0,31.0,0.0,29.71,29.71,data/charades/videos_480p/OOCOF.mp4,data/charades/clips_480p_200/OOCOF_c147_t0.00_29.71.mp4,sliced,
ENCXV_c107_t0.00_32.25,ENCXV,c107,Holding a cup/glass/bottle of something,0.0,33.0,0.0,32.25,32.25,data/charades/videos_480p/ENCXV.mp4,data/charades/clips_480p_200/ENCXV_c107_t0.00_32.25.mp4,sliced,
KZK6W_c110_t12.70_32.40,KZK6W,c110,Taking a cup/glass/bottle from somewhere,14.7,30.4,12.7,32.4,19.7,data/charades/videos_480p/KZK6W.mp4,data/charades/clips_480p_200/KZK6W_c110_t12.70_32.40.mp4,sliced,
KNN3G_c109_t0.00_14.90,KNN3G,c109,Putting a cup/glass/bottle somewhere,0.0,12.9,0.0,14.9,14.9,data/charades/videos_480p/KNN3G.mp4,data/charades/clips_480p_200/KNN3G_c109_t0.00_14.90.mp4,sliced,
YVFBN_c065_t0.00_29.42,YVFBN,c065,Eating a sandwich,0.0,30.0,0.0,29.42,29.42,data/charades/videos_480p/YVFBN.mp4,data/charades/clips_480p_200/YVFBN_c065_t0.00_29.42.mp4,sliced,
AHL6X_c123_t0.00_33.08,AHL6X,c123,Sitting on sofa/couch,0.0,34.0,0.0,33.08,33.08,data/charades/videos_480p/AHL6X.mp4,data/charades/clips_480p_200/AHL6X_c123_t0.00_33.08.mp4,sliced,
YXP9P_c125_t0.00_33.67,YXP9P,c125,Sitting on the floor,0.0,35.0,0.0,33.67,33.67,data/charades/videos_480p/YXP9P.mp4,data/charades/clips_480p_200/YXP9P_c125_t0.00_33.67.mp4,sliced,
LOBSL_c132_t0.70_36.25,LOBSL,c132,Watching television,2.7,37.0,0.7,36.25,35.55,data/charades/videos_480p/LOBSL.mp4,data/charades/clips_480p_200/LOBSL_c132_t0.70_36.25.mp4,sliced,
GNA1H_c106_t0.00_26.40,GNA1H,c106,Drinking from a cup/glass/bottle,0.0,24.4,0.0,26.4,26.4,data/charades/videos_480p/GNA1H.mp4,data/charades/clips_480p_200/GNA1H_c106_t0.00_26.40.mp4,sliced,
QHU9R_c019_t0.00_30.17,QHU9R,c019,Talking on a phone/camera,0.0,30.0,0.0,30.17,30.17,data/charades/videos_480p/QHU9R.mp4,data/charades/clips_480p_200/QHU9R_c019_t0.00_30.17.mp4,sliced,
J1YJ6_c015_t0.00_34.88,J1YJ6,c015,Holding a phone/camera,1.0,36.0,0.0,34.88,34.88,data/charades/videos_480p/J1YJ6.mp4,data/charades/clips_480p_200/J1YJ6_c015_t0.00_34.88.mp4,sliced,
S1QOX_c016_t0.00_30.83,S1QOX,c016,Playing with a phone/camera,0.0,32.0,0.0,30.83,30.83,data/charades/videos_480p/S1QOX.mp4,data/charades/clips_480p_200/S1QOX_c016_t0.00_30.83.mp4,sliced,
M8PXK_c156_t0.00_30.08,M8PXK,c156,Someone is eating something,0.0,31.0,0.0,30.08,30.08,data/charades/videos_480p/M8PXK.mp4,data/charades/clips_480p_200/M8PXK_c156_t0.00_30.08.mp4,sliced,
VSO80_c151_t15.70_31.50,VSO80,c151,Someone is going from standing to sitting,17.7,32.0,15.7,31.5,15.8,data/charades/videos_480p/VSO80.mp4,data/charades/clips_480p_200/VSO80_c151_t15.70_31.50.mp4,sliced,
FW1L0_c154_t0.00_26.80,FW1L0,c154,Someone is standing up from somewhere,0.0,24.8,0.0,26.8,26.8,data/charades/videos_480p/FW1L0.mp4,data/charades/clips_480p_200/FW1L0_c154_t0.00_26.80.mp4,sliced,
KAKC6_c059_t0.00_36.79,KAKC6,c059,Sitting in a chair,0.0,38.0,0.0,36.79,36.79,data/charades/videos_480p/KAKC6.mp4,data/charades/clips_480p_200/KAKC6_c059_t0.00_36.79.mp4,sliced,
DKTVI_c097_t13.60_30.30,DKTVI,c097,Walking through a doorway,15.6,28.3,13.6,30.3,16.7,data/charades/videos_480p/DKTVI.mp4,data/charades/clips_480p_200/DKTVI_c097_t13.60_30.30.mp4,sliced,
10J88_c150_t0.00_13.00,10J88,c150,Someone is running somewhere,0.0,11.0,0.0,13.0,13.0,data/charades/videos_480p/10J88.mp4,data/charades/clips_480p_200/10J88_c150_t0.00_13.00.mp4,sliced,
7HV9Q_c052_t0.00_29.83,7HV9Q,c052,Working/Playing on a laptop,0.0,31.0,0.0,29.83,29.83,data/charades/videos_480p/7HV9Q.mp4,data/charades/clips_480p_200/7HV9Q_c052_t0.00_29.83.mp4,sliced,
Q6XGG_c051_t0.00_30.96,Q6XGG,c051,Watching a laptop or something on a laptop,0.0,32.0,0.0,30.96,30.96,data/charades/videos_480p/Q6XGG.mp4,data/charades/clips_480p_200/Q6XGG_c051_t0.00_30.96.mp4,sliced,
8Q0EY_c147_t0.00_31.58,8Q0EY,c147,Someone is cooking something,0.0,30.0,0.0,31.58,31.58,data/charades/videos_480p/8Q0EY.mp4,data/charades/clips_480p_200/8Q0EY_c147_t0.00_31.58.mp4,sliced,
004QE_c107_t0.00_30.58,004QE,c107,Holding a cup/glass/bottle of something,0.0,32.0,0.0,30.58,30.58,data/charades/videos_480p/004QE.mp4,data/charades/clips_480p_200/004QE_c107_t0.00_30.58.mp4,sliced,
HIC67_c110_t6.20_23.10,HIC67,c110,Taking a cup/glass/bottle from somewhere,8.2,21.1,6.2,23.1,16.9,data/charades/videos_480p/HIC67.mp4,data/charades/clips_480p_200/HIC67_c110_t6.20_23.10.mp4,sliced,
2WGSN_c109_t0.00_14.20,2WGSN,c109,Putting a cup/glass/bottle somewhere,0.0,12.2,0.0,14.2,14.2,data/charades/videos_480p/2WGSN.mp4,data/charades/clips_480p_200/2WGSN_c109_t0.00_14.20.mp4,sliced,
857S9_c065_t5.90_34.50,857S9,c065,Eating a sandwich,7.9,36.0,5.9,34.5,28.6,data/charades/videos_480p/857S9.mp4,data/charades/clips_480p_200/857S9_c065_t5.90_34.50.mp4,sliced,
MI4SN_c123_t0.00_35.20,MI4SN,c123,Sitting on sofa/couch,0.0,33.2,0.0,35.2,35.2,data/charades/videos_480p/MI4SN.mp4,data/charades/clips_480p_200/MI4SN_c123_t0.00_35.20.mp4,sliced,
A80GG_c125_t0.00_32.71,A80GG,c125,Sitting on the floor,0.0,34.0,0.0,32.71,32.71,data/charades/videos_480p/A80GG.mp4,data/charades/clips_480p_200/A80GG_c125_t0.00_32.71.mp4,sliced,
5VUQE_c132_t0.00_30.92,5VUQE,c132,Watching television,0.0,32.0,0.0,30.92,30.92,data/charades/videos_480p/5VUQE.mp4,data/charades/clips_480p_200/5VUQE_c132_t0.00_30.92.mp4,sliced,
7WG7A_c106_t0.00_25.00,7WG7A,c106,Drinking from a cup/glass/bottle,0.0,23.0,0.0,25.0,25.0,data/charades/videos_480p/7WG7A.mp4,data/charades/clips_480p_200/7WG7A_c106_t0.00_25.00.mp4,sliced,
R2RBJ_c019_t0.00_29.38,R2RBJ,c019,Talking on a phone/camera,0.0,30.0,0.0,29.38,29.38,data/charades/videos_480p/R2RBJ.mp4,data/charades/clips_480p_200/R2RBJ_c019_t0.00_29.38.mp4,sliced,
OE751_c015_t0.00_33.17,OE751,c015,Holding a phone/camera,0.0,34.0,0.0,33.17,33.17,data/charades/videos_480p/OE751.mp4,data/charades/clips_480p_200/OE751_c015_t0.00_33.17.mp4,sliced,
UVMZ8_c016_t0.00_30.54,UVMZ8,c016,Playing with a phone/camera,0.0,32.0,0.0,30.54,30.54,data/charades/videos_480p/UVMZ8.mp4,data/charades/clips_480p_200/UVMZ8_c016_t0.00_30.54.mp4,sliced,
K7HQG_c156_t0.00_30.38,K7HQG,c156,Someone is eating something,0.6,31.0,0.0,30.38,30.38,data/charades/videos_480p/K7HQG.mp4,data/charades/clips_480p_200/K7HQG_c156_t0.00_30.38.mp4,sliced,
G4E4S_c151_t12.40_30.10,G4E4S,c151,Someone is going from standing to sitting,14.4,28.1,12.4,30.1,17.7,data/charades/videos_480p/G4E4S.mp4,data/charades/clips_480p_200/G4E4S_c151_t12.40_30.10.mp4,sliced,
XDT45_c154_t7.40_33.46,XDT45,c154,Someone is standing up from somewhere,9.4,34.0,7.4,33.46,26.06,data/charades/videos_480p/XDT45.mp4,data/charades/clips_480p_200/XDT45_c154_t7.40_33.46.mp4,sliced,
1ROX7_c059_t0.00_36.08,1ROX7,c059,Sitting in a chair,0.0,37.0,0.0,36.08,36.08,data/charades/videos_480p/1ROX7.mp4,data/charades/clips_480p_200/1ROX7_c059_t0.00_36.08.mp4,sliced,
WLA52_c097_t15.50_32.20,WLA52,c097,Walking through a doorway,17.5,30.2,15.5,32.2,16.7,data/charades/videos_480p/WLA52.mp4,data/charades/clips_480p_200/WLA52_c097_t15.50_32.20.mp4,sliced,
D3EY0_c150_t5.30_18.50,D3EY0,c150,Someone is running somewhere,7.3,18.0,5.3,18.5,13.2,data/charades/videos_480p/D3EY0.mp4,data/charades/clips_480p_200/D3EY0_c150_t5.30_18.50.mp4,sliced,
CB42N_c052_t0.00_30.46,CB42N,c052,Working/Playing on a laptop,0.0,31.0,0.0,30.46,30.46,data/charades/videos_480p/CB42N.mp4,data/charades/clips_480p_200/CB42N_c052_t0.00_30.46.mp4,sliced,
W86JJ_c051_t0.00_30.75,W86JJ,c051,Watching a laptop or something on a laptop,0.0,32.0,0.0,30.75,30.75,data/charades/videos_480p/W86JJ.mp4,data/charades/clips_480p_200/W86JJ_c051_t0.00_30.75.mp4,sliced,
HSSOZ_c147_t0.00_31.60,HSSOZ,c147,Someone is cooking something,0.0,29.6,0.0,31.6,31.6,data/charades/videos_480p/HSSOZ.mp4,data/charades/clips_480p_200/HSSOZ_c147_t0.00_31.60.mp4,sliced,
21E40_c107_t0.00_30.92,21E40,c107,Holding a cup/glass/bottle of something,0.0,32.0,0.0,30.92,30.92,data/charades/videos_480p/21E40.mp4,data/charades/clips_480p_200/21E40_c107_t0.00_30.92.mp4,sliced,
SCHOY_c110_t2.10_18.30,SCHOY,c110,Taking a cup/glass/bottle from somewhere,4.1,16.3,2.1,18.3,16.2,data/charades/videos_480p/SCHOY.mp4,data/charades/clips_480p_200/SCHOY_c110_t2.10_18.30.mp4,sliced,
3GNH7_c109_t0.00_12.10,3GNH7,c109,Putting a cup/glass/bottle somewhere,0.0,10.1,0.0,12.1,12.1,data/charades/videos_480p/3GNH7.mp4,data/charades/clips_480p_200/3GNH7_c109_t0.00_12.10.mp4,sliced,
8Y7P5_c065_t0.00_28.75,8Y7P5,c065,Eating a sandwich,2.0,30.0,0.0,28.75,28.75,data/charades/videos_480p/8Y7P5.mp4,data/charades/clips_480p_200/8Y7P5_c065_t0.00_28.75.mp4,sliced,
X3KFE_c123_t0.00_31.83,X3KFE,c123,Sitting on sofa/couch,0.0,33.0,0.0,31.83,31.83,data/charades/videos_480p/X3KFE.mp4,data/charades/clips_480p_200/X3KFE_c123_t0.00_31.83.mp4,sliced,
LVLVR_c125_t0.00_32.71,LVLVR,c125,Sitting on the floor,0.0,34.0,0.0,32.71,32.71,data/charades/videos_480p/LVLVR.mp4,data/charades/clips_480p_200/LVLVR_c125_t0.00_32.71.mp4,sliced,
PSPMA_c132_t0.00_31.25,PSPMA,c132,Watching television,0.0,32.0,0.0,31.25,31.25,data/charades/videos_480p/PSPMA.mp4,data/charades/clips_480p_200/PSPMA_c132_t0.00_31.25.mp4,sliced,
S9SRM_c106_t7.50_31.42,S9SRM,c106,Drinking from a cup/glass/bottle,9.5,32.0,7.5,31.42,23.92,data/charades/videos_480p/S9SRM.mp4,data/charades/clips_480p_200/S9SRM_c106_t7.50_31.42.mp4,sliced,
BVS38_c019_t0.00_28.04,BVS38,c019,Talking on a phone/camera,0.0,29.0,0.0,28.04,28.04,data/charades/videos_480p/BVS38.mp4,data/charades/clips_480p_200/BVS38_c019_t0.00_28.04.mp4,sliced,
ZVMAY_c015_t0.00_35.80,ZVMAY,c015,Holding a phone/camera,0.0,33.8,0.0,35.8,35.8,data/charades/videos_480p/ZVMAY.mp4,data/charades/clips_480p_200/ZVMAY_c015_t0.00_35.80.mp4,sliced,
95HQC_c016_t0.00_29.92,95HQC,c016,Playing with a phone/camera,0.0,31.0,0.0,29.92,29.92,data/charades/videos_480p/95HQC.mp4,data/charades/clips_480p_200/95HQC_c016_t0.00_29.92.mp4,sliced,
JW2HC_c156_t0.00_30.42,JW2HC,c156,Someone is eating something,0.7,31.0,0.0,30.42,30.42,data/charades/videos_480p/JW2HC.mp4,data/charades/clips_480p_200/JW2HC_c156_t0.00_30.42.mp4,sliced,
RNCN8_c151_t15.90_29.38,RNCN8,c151,Someone is going from standing to sitting,17.9,30.0,15.9,29.38,13.48,data/charades/videos_480p/RNCN8.mp4,data/charades/clips_480p_200/RNCN8_c151_t15.90_29.38.mp4,sliced,
OSCS2_c154_t6.50_33.40,OSCS2,c154,Someone is standing up from somewhere,8.5,31.4,6.5,33.4,26.9,data/charades/videos_480p/OSCS2.mp4,data/charades/clips_480p_200/OSCS2_c154_t6.50_33.40.mp4,sliced,
55DDW_c059_t1.40_38.75,55DDW,c059,Sitting in a chair,3.4,40.0,1.4,38.75,37.35,data/charades/videos_480p/55DDW.mp4,data/charades/clips_480p_200/55DDW_c059_t1.40_38.75.mp4,sliced,
1Q4SL_c097_t18.10_30.88,1Q4SL,c097,Walking through a doorway,20.1,32.0,18.1,30.88,12.78,data/charades/videos_480p/1Q4SL.mp4,data/charades/clips_480p_200/1Q4SL_c097_t18.10_30.88.mp4,sliced,
VIKQG_c150_t7.50_19.08,VIKQG,c150,Someone is running somewhere,9.5,20.0,7.5,19.08,11.58,data/charades/videos_480p/VIKQG.mp4,data/charades/clips_480p_200/VIKQG_c150_t7.50_19.08.mp4,sliced,
MCNRZ_c052_t0.00_30.04,MCNRZ,c052,Working/Playing on a laptop,0.0,31.0,0.0,30.04,30.04,data/charades/videos_480p/MCNRZ.mp4,data/charades/clips_480p_200/MCNRZ_c052_t0.00_30.04.mp4,sliced,
372CC_c051_t0.00_30.50,372CC,c051,Watching a laptop or something on a laptop,0.0,31.0,0.0,30.5,30.5,data/charades/videos_480p/372CC.mp4,data/charades/clips_480p_200/372CC_c051_t0.00_30.50.mp4,sliced,
L8Y8D_c147_t0.00_31.10,L8Y8D,c147,Someone is cooking something,0.0,29.1,0.0,31.1,31.1,data/charades/videos_480p/L8Y8D.mp4,data/charades/clips_480p_200/L8Y8D_c147_t0.00_31.10.mp4,sliced,
JG7BS_c107_t0.00_30.62,JG7BS,c107,Holding a cup/glass/bottle of something,0.0,32.0,0.0,30.62,30.62,data/charades/videos_480p/JG7BS.mp4,data/charades/clips_480p_200/JG7BS_c107_t0.00_30.62.mp4,sliced,
9X6DL_c110_t13.00_26.25,9X6DL,c110,Taking a cup/glass/bottle from somewhere,15.0,27.0,13.0,26.25,13.25,data/charades/videos_480p/9X6DL.mp4,data/charades/clips_480p_200/9X6DL_c110_t13.00_26.25.mp4,sliced,
QNHM7_c109_t8.10_21.20,QNHM7,c109,Putting a cup/glass/bottle somewhere,10.1,19.2,8.1,21.2,13.1,data/charades/videos_480p/QNHM7.mp4,data/charades/clips_480p_200/QNHM7_c109_t8.10_21.20.mp4,sliced,
CN5G4_c065_t0.00_29.90,CN5G4,c065,Eating a sandwich,0.0,27.9,0.0,29.9,29.9,data/charades/videos_480p/CN5G4.mp4,data/charades/clips_480p_200/CN5G4_c065_t0.00_29.90.mp4,sliced,
IR31O_c123_t0.00_30.96,IR31O,c123,Sitting on sofa/couch,0.0,32.0,0.0,30.96,30.96,data/charades/videos_480p/IR31O.mp4,data/charades/clips_480p_200/IR31O_c123_t0.00_30.96.mp4,sliced,
WMBOO_c125_t0.00_33.29,WMBOO,c125,Sitting on the floor,0.0,33.8,0.0,33.29,33.29,data/charades/videos_480p/WMBOO.mp4,data/charades/clips_480p_200/WMBOO_c125_t0.00_33.29.mp4,sliced,
8AT69_c132_t0.00_30.46,8AT69,c132,Watching television,0.0,31.0,0.0,30.46,30.46,data/charades/videos_480p/8AT69.mp4,data/charades/clips_480p_200/8AT69_c132_t0.00_30.46.mp4,sliced,
V34GF_c106_t0.00_20.83,V34GF,c106,Drinking from a cup/glass/bottle,0.0,19.5,0.0,20.83,20.83,data/charades/videos_480p/V34GF.mp4,data/charades/clips_480p_200/V34GF_c106_t0.00_20.83.mp4,sliced,
B5R5B_c019_t2.40_31.38,B5R5B,c019,Talking on a phone/camera,4.4,32.0,2.4,31.38,28.98,data/charades/videos_480p/B5R5B.mp4,data/charades/clips_480p_200/B5R5B_c019_t2.40_31.38.mp4,sliced,
5HJ2H_c015_t0.00_31.92,5HJ2H,c015,Holding a phone/camera,0.0,33.0,0.0,31.92,31.92,data/charades/videos_480p/5HJ2H.mp4,data/charades/clips_480p_200/5HJ2H_c015_t0.00_31.92.mp4,sliced,
FACX2_c016_t0.00_30.46,FACX2,c016,Playing with a phone/camera,0.0,31.0,0.0,30.46,30.46,data/charades/videos_480p/FACX2.mp4,data/charades/clips_480p_200/FACX2_c016_t0.00_30.46.mp4,sliced,
V2DAA_c156_t0.00_29.50,V2DAA,c156,Someone is eating something,0.0,30.0,0.0,29.5,29.5,data/charades/videos_480p/V2DAA.mp4,data/charades/clips_480p_200/V2DAA_c156_t0.00_29.50.mp4,sliced,
DLQIT_c151_t3.10_18.60,DLQIT,c151,Someone is going from standing to sitting,5.1,16.6,3.1,18.6,15.5,data/charades/videos_480p/DLQIT.mp4,data/charades/clips_480p_200/DLQIT_c151_t3.10_18.60.mp4,sliced,
5VJ1X_c154_t0.00_22.90,5VJ1X,c154,Someone is standing up from somewhere,0.5,20.9,0.0,22.9,22.9,data/charades/videos_480p/5VJ1X.mp4,data/charades/clips_480p_200/5VJ1X_c154_t0.00_22.90.mp4,sliced,
491X2_c059_t0.00_35.29,491X2,c059,Sitting in a chair,0.0,36.0,0.0,35.29,35.29,data/charades/videos_480p/491X2.mp4,data/charades/clips_480p_200/491X2_c059_t0.00_35.29.mp4,sliced,
WPPAT_c097_t2.20_18.10,WPPAT,c097,Walking through a doorway,4.2,16.1,2.2,18.1,15.9,data/charades/videos_480p/WPPAT.mp4,data/charades/clips_480p_200/WPPAT_c097_t2.20_18.10.mp4,sliced,
AM3R2_c150_t0.00_12.40,AM3R2,c150,Someone is running somewhere,0.0,10.4,0.0,12.4,12.4,data/charades/videos_480p/AM3R2.mp4,data/charades/clips_480p_200/AM3R2_c150_t0.00_12.40.mp4,sliced,
SU2UY_c052_t0.00_30.00,SU2UY,c052,Working/Playing on a laptop,0.0,31.0,0.0,30.0,30.0,data/charades/videos_480p/SU2UY.mp4,data/charades/clips_480p_200/SU2UY_c052_t0.00_30.00.mp4,sliced,
VXNGC_c051_t0.00_30.29,VXNGC,c051,Watching a laptop or something on a laptop,0.0,31.0,0.0,30.29,30.29,data/charades/videos_480p/VXNGC.mp4,data/charades/clips_480p_200/VXNGC_c051_t0.00_30.29.mp4,sliced,
622EX_c147_t0.00_28.10,622EX,c147,Someone is cooking something,0.0,26.1,0.0,28.1,28.1,data/charades/videos_480p/622EX.mp4,data/charades/clips_480p_200/622EX_c147_t0.00_28.10.mp4,sliced,
4O32W_c107_t0.00_30.33,4O32W,c107,Holding a cup/glass/bottle of something,0.0,31.0,0.0,30.33,30.33,data/charades/videos_480p/4O32W.mp4,data/charades/clips_480p_200/4O32W_c107_t0.00_30.33.mp4,sliced,
TE5P7_c110_t3.80_17.12,TE5P7,c110,Taking a cup/glass/bottle from somewhere,5.8,17.8,3.8,17.12,13.32,data/charades/videos_480p/TE5P7.mp4,data/charades/clips_480p_200/TE5P7_c110_t3.80_17.12.mp4,sliced,
WSLMS_c109_t14.40_26.90,WSLMS,c109,Putting a cup/glass/bottle somewhere,16.4,24.9,14.4,26.9,12.5,data/charades/videos_480p/WSLMS.mp4,data/charades/clips_480p_200/WSLMS_c109_t14.40_26.90.mp4,sliced,
XECIL_c065_t0.00_29.50,XECIL,c065,Eating a sandwich,0.0,27.5,0.0,29.5,29.5,data/charades/videos_480p/XECIL.mp4,data/charades/clips_480p_200/XECIL_c065_t0.00_29.50.mp4,sliced,
DNWCR_c123_t0.00_30.92,DNWCR,c123,Sitting on sofa/couch,0.7,32.0,0.0,30.92,30.92,data/charades/videos_480p/DNWCR.mp4,data/charades/clips_480p_200/DNWCR_c123_t0.00_30.92.mp4,sliced,
8ENLP_c125_t0.00_31.21,8ENLP,c125,Sitting on the floor,0.0,32.0,0.0,31.21,31.21,data/charades/videos_480p/8ENLP.mp4,data/charades/clips_480p_200/8ENLP_c125_t0.00_31.21.mp4,sliced,
92NRK_c132_t0.00_30.42,92NRK,c132,Watching television,0.0,31.0,0.0,30.42,30.42,data/charades/videos_480p/92NRK.mp4,data/charades/clips_480p_200/92NRK_c132_t0.00_30.42.mp4,sliced,
